gene	barcode_full	expression	barcode
LINC00930	TCGA-AA-3982-01	-0.6679	TCGA-AA-3982
LINC00930	TCGA-AA-3984-01	-0.8853	TCGA-AA-3984
LINC00930	TCGA-AA-3986-01	-0.7985	TCGA-AA-3986
LINC00930	TCGA-AA-3989-01	-0.7229	TCGA-AA-3989
LINC00930	TCGA-AA-3994-01	0.5957	TCGA-AA-3994
LINC00930	TCGA-AA-A004-01	-1.2193	TCGA-AA-A004
LINC00930	TCGA-AA-A00A-01	-0.7143	TCGA-AA-A00A
LINC00930	TCGA-AA-A00D-01	-1.2193	TCGA-AA-A00D
LINC00930	TCGA-AA-A00E-01	-1.2193	TCGA-AA-A00E
LINC00930	TCGA-AA-A00F-01	-0.5595	TCGA-AA-A00F
LINC00930	TCGA-AA-A00J-01	1.9977	TCGA-AA-A00J
LINC00930	TCGA-AA-A00K-01	-1.2193	TCGA-AA-A00K
LINC00930	TCGA-AA-A00L-01	-0.6174	TCGA-AA-A00L
LINC00930	TCGA-AA-A00N-01	1.5582	TCGA-AA-A00N
LINC00930	TCGA-AA-A00O-01	-0.0307	TCGA-AA-A00O
LINC00930	TCGA-AA-A00Q-01	-1.2193	TCGA-AA-A00Q
LINC00930	TCGA-AA-A00R-01	-1.2193	TCGA-AA-A00R
LINC00930	TCGA-AA-A00U-01	-0.7323	TCGA-AA-A00U
LINC00930	TCGA-AA-A00W-01	-0.6961	TCGA-AA-A00W
LINC00930	TCGA-AA-A00Z-01	-0.0497	TCGA-AA-A00Z
LINC00930	TCGA-AA-A010-01	-1.2193	TCGA-AA-A010
LINC00930	TCGA-AA-A017-01	-1.2193	TCGA-AA-A017
LINC00930	TCGA-AA-A01C-01	-1.2193	TCGA-AA-A01C
LINC00930	TCGA-AA-A01D-01	0.7002	TCGA-AA-A01D
LINC00930	TCGA-AA-A01F-01	-1.2193	TCGA-AA-A01F
LINC00930	TCGA-AA-A01G-01	-1.2193	TCGA-AA-A01G
LINC00930	TCGA-AA-A01I-01	-1.2193	TCGA-AA-A01I
LINC00930	TCGA-AA-A01K-01	-1.2193	TCGA-AA-A01K
LINC00930	TCGA-AA-A01Q-01	-1.2193	TCGA-AA-A01Q
LINC00930	TCGA-AA-A01R-01	-1.2193	TCGA-AA-A01R
LINC00930	TCGA-AA-A01S-01	-1.2193	TCGA-AA-A01S
LINC00930	TCGA-AA-A01T-01	-0.4614	TCGA-AA-A01T
LINC00930	TCGA-AA-A01V-01	-0.6498	TCGA-AA-A01V
LINC00930	TCGA-AA-A022-01	2.0993	TCGA-AA-A022
LINC00930	TCGA-AA-A024-01	0.2302	TCGA-AA-A024
LINC00930	TCGA-AA-A029-01	-1.2193	TCGA-AA-A029
LINC00930	TCGA-AA-A02E-01	0.1268	TCGA-AA-A02E
LINC00930	TCGA-AA-A02F-01	-1.2193	TCGA-AA-A02F
LINC00930	TCGA-AA-A02H-01	-1.2193	TCGA-AA-A02H
LINC00930	TCGA-AA-A02J-01	-0.896	TCGA-AA-A02J
LINC00930	TCGA-AA-A02O-01	-0.2318	TCGA-AA-A02O
LINC00930	TCGA-AA-A02R-01	-1.2193	TCGA-AA-A02R
LINC00930	TCGA-AA-A02W-01	-0.1281	TCGA-AA-A02W
LINC00930	TCGA-AA-A03F-01	-1.2193	TCGA-AA-A03F
LINC00930	TCGA-AA-A03J-01	0.5338	TCGA-AA-A03J
LINC00930	TCGA-AY-4070-01	-1.2193	TCGA-AY-4070
LINC00930	TCGA-AY-4071-01	-1.2193	TCGA-AY-4071
LINC00930	TCGA-AZ-4308-01	-1.2193	TCGA-AZ-4308
LINC00930	TCGA-AZ-4681-01	-1.2193	TCGA-AZ-4681
LINC00930	TCGA-CM-4746-01	0.0579	TCGA-CM-4746
LINC00930	TCGA-CM-4748-01	2.0013	TCGA-CM-4748
LINC00930	TCGA-CM-4750-01	-0.7542	TCGA-CM-4750
LINC00930	TCGA-CM-4752-01	0.6433	TCGA-CM-4752
LINC00930	TCGA-CM-5341-01	-1.2193	TCGA-CM-5341
LINC00930	TCGA-AF-2687-01	-0.7912	TCGA-AF-2687
LINC00930	TCGA-AF-2690-01	-0.7602	TCGA-AF-2690
LINC00930	TCGA-AF-2693-01	-0.7852	TCGA-AF-2693
LINC00930	TCGA-AF-3911-01	-1.2193	TCGA-AF-3911
LINC00930	TCGA-AF-4110-01	-0.7992	TCGA-AF-4110
LINC00930	TCGA-AF-5654-01	-1.2193	TCGA-AF-5654
LINC00930	TCGA-AF-6136-01	-1.2193	TCGA-AF-6136
LINC00930	TCGA-AF-6655-01	-0.3056	TCGA-AF-6655
LINC00930	TCGA-AF-6672-01	2.0942	TCGA-AF-6672
LINC00930	TCGA-AF-A56K-01	-0.77	TCGA-AF-A56K
LINC00930	TCGA-AF-A56L-01	-1.2193	TCGA-AF-A56L
LINC00930	TCGA-AF-A56N-01	-0.504	TCGA-AF-A56N
LINC00930	TCGA-AG-3591-01	1.2423	TCGA-AG-3591
LINC00930	TCGA-AG-3592-01	-0.8838	TCGA-AG-3592
LINC00930	TCGA-AG-3725-01	-1.2193	TCGA-AG-3725
LINC00930	TCGA-AG-3731-01	-1.2193	TCGA-AG-3731
LINC00930	TCGA-AG-3732-01	2.0171	TCGA-AG-3732
LINC00930	TCGA-AG-3742-01	-0.7393	TCGA-AG-3742
LINC00930	TCGA-AG-3902-01	0.5239	TCGA-AG-3902
LINC00930	TCGA-AG-4021-01	-1.2193	TCGA-AG-4021
LINC00930	TCGA-AG-4022-01	0.3447	TCGA-AG-4022
LINC00930	TCGA-AH-6544-01	-1.2193	TCGA-AH-6544
LINC00930	TCGA-AH-6547-01	0.8227	TCGA-AH-6547
LINC00930	TCGA-AH-6643-01	-1.2193	TCGA-AH-6643
LINC00930	TCGA-AH-6644-01	-1.2193	TCGA-AH-6644
LINC00930	TCGA-AH-6897-01	-1.2193	TCGA-AH-6897
LINC00930	TCGA-AH-6903-01	-0.4106	TCGA-AH-6903
LINC00930	TCGA-CI-6619-01	0.115	TCGA-CI-6619
LINC00930	TCGA-CI-6620-01	-0.2813	TCGA-CI-6620
LINC00930	TCGA-CI-6621-01	0.0959	TCGA-CI-6621
LINC00930	TCGA-CI-6622-01	-1.2193	TCGA-CI-6622
LINC00930	TCGA-CI-6623-01	-1.2193	TCGA-CI-6623
LINC00930	TCGA-CI-6624-01	0.6452	TCGA-CI-6624
LINC00930	TCGA-CL-4957-01	-0.3301	TCGA-CL-4957
LINC00930	TCGA-CL-5917-01	-1.2193	TCGA-CL-5917
LINC00930	TCGA-CL-5918-01	-1.2193	TCGA-CL-5918
LINC00930	TCGA-DC-4745-01	-0.4367	TCGA-DC-4745
LINC00930	TCGA-DC-4749-01	-1.2193	TCGA-DC-4749
LINC00930	TCGA-DC-5337-01	-0.6818	TCGA-DC-5337
LINC00930	TCGA-DC-5869-01	-1.2193	TCGA-DC-5869
LINC00930	TCGA-DC-6154-01	-1.2193	TCGA-DC-6154
LINC00930	TCGA-DC-6155-01	1.2723	TCGA-DC-6155
LINC00930	TCGA-DC-6156-01	-1.2193	TCGA-DC-6156
LINC00930	TCGA-DC-6157-01	-1.2193	TCGA-DC-6157
LINC00930	TCGA-DC-6158-01	-1.2193	TCGA-DC-6158
LINC00930	TCGA-DC-6160-01	-0.7086	TCGA-DC-6160
LINC00930	TCGA-DC-6681-01	-1.2193	TCGA-DC-6681
LINC00930	TCGA-DC-6682-01	-0.6912	TCGA-DC-6682
LINC00930	TCGA-DC-6683-01	-1.2193	TCGA-DC-6683
LINC00930	TCGA-DT-5265-01	1.2211	TCGA-DT-5265
LINC00930	TCGA-DY-A0XA-01	-1.2193	TCGA-DY-A0XA
LINC00930	TCGA-DY-A1DC-01	-0.3886	TCGA-DY-A1DC
LINC00930	TCGA-DY-A1DD-01	-1.2193	TCGA-DY-A1DD
LINC00930	TCGA-DY-A1DE-01	-1.2193	TCGA-DY-A1DE
LINC00930	TCGA-DY-A1DF-01	-1.2193	TCGA-DY-A1DF
LINC00930	TCGA-DY-A1DG-01	-1.2193	TCGA-DY-A1DG
LINC00930	TCGA-DY-A1H8-01	-1.2193	TCGA-DY-A1H8
LINC00930	TCGA-EF-5830-01	-1.2193	TCGA-EF-5830
LINC00930	TCGA-EF-5831-01	-0.7508	TCGA-EF-5831
LINC00930	TCGA-EI-6506-01	-0.0438	TCGA-EI-6506
LINC00930	TCGA-EI-6507-01	-0.2027	TCGA-EI-6507
LINC00930	TCGA-EI-6508-01	-0.5594	TCGA-EI-6508
LINC00930	TCGA-EI-6509-01	0.038	TCGA-EI-6509
LINC00930	TCGA-EI-6510-01	-0.7904	TCGA-EI-6510
LINC00930	TCGA-EI-6511-01	-1.2193	TCGA-EI-6511
LINC00930	TCGA-EI-6512-01	-0.784	TCGA-EI-6512
LINC00930	TCGA-EI-6513-01	-1.2193	TCGA-EI-6513
LINC00930	TCGA-EI-6514-01	-1.2193	TCGA-EI-6514
LINC00930	TCGA-EI-6881-01	-0.367	TCGA-EI-6881
LINC00930	TCGA-EI-6882-01	0.9723	TCGA-EI-6882
LINC00930	TCGA-EI-6883-01	-1.2193	TCGA-EI-6883
LINC00930	TCGA-EI-6884-01	-0.773	TCGA-EI-6884
LINC00930	TCGA-EI-6885-01	-0.8908	TCGA-EI-6885
LINC00930	TCGA-EI-6917-01	0.0547	TCGA-EI-6917
LINC00930	TCGA-EI-7002-01	-0.5489	TCGA-EI-7002
LINC00930	TCGA-EI-7004-01	3.2706	TCGA-EI-7004
LINC00930	TCGA-F5-6464-01	-0.7672	TCGA-F5-6464
LINC00930	TCGA-F5-6465-01	-1.2193	TCGA-F5-6465
LINC00930	TCGA-F5-6571-01	-1.2193	TCGA-F5-6571
LINC00930	TCGA-F5-6702-01	-0.8019	TCGA-F5-6702
LINC00930	TCGA-F5-6810-01	-0.8381	TCGA-F5-6810
LINC00930	TCGA-F5-6811-01	-1.2193	TCGA-F5-6811
LINC00930	TCGA-F5-6812-01	-0.7502	TCGA-F5-6812
LINC00930	TCGA-F5-6813-01	-1.2193	TCGA-F5-6813
LINC00930	TCGA-F5-6814-01	-1.2193	TCGA-F5-6814
LINC00930	TCGA-F5-6861-01	-0.6057	TCGA-F5-6861
LINC00930	TCGA-F5-6863-01	-0.5483	TCGA-F5-6863
LINC00930	TCGA-F5-6864-01	-0.8318	TCGA-F5-6864
LINC00930	TCGA-G5-6641-01	2.5806	TCGA-G5-6641
LINC00930	TCGA-AF-2691-01	1.2123	TCGA-AF-2691
LINC00930	TCGA-AF-2692-01	-0.2764	TCGA-AF-2692
LINC00930	TCGA-AF-3400-01	1.4916	TCGA-AF-3400
LINC00930	TCGA-AG-3574-01	-0.8155	TCGA-AG-3574
LINC00930	TCGA-AG-3575-01	-1.2193	TCGA-AG-3575
LINC00930	TCGA-AG-3578-01	-0.0547	TCGA-AG-3578
LINC00930	TCGA-AG-3580-01	-1.2193	TCGA-AG-3580
LINC00930	TCGA-AG-3581-01	-0.5836	TCGA-AG-3581
LINC00930	TCGA-AG-3582-01	-0.4987	TCGA-AG-3582
LINC00930	TCGA-AG-3583-01	-0.184	TCGA-AG-3583
LINC00930	TCGA-AG-3584-01	-0.2534	TCGA-AG-3584
LINC00930	TCGA-AG-3586-01	-0.6817	TCGA-AG-3586
LINC00930	TCGA-AG-3587-01	-0.118	TCGA-AG-3587
LINC00930	TCGA-AG-3593-01	-0.7299	TCGA-AG-3593
LINC00930	TCGA-AG-3594-01	-0.713	TCGA-AG-3594
LINC00930	TCGA-AG-3598-01	-0.5401	TCGA-AG-3598
LINC00930	TCGA-AG-3599-01	-0.303	TCGA-AG-3599
LINC00930	TCGA-AG-3600-01	-1.2193	TCGA-AG-3600
LINC00930	TCGA-AG-3601-01	-1.2193	TCGA-AG-3601
LINC00930	TCGA-AG-3602-01	-0.5504	TCGA-AG-3602
LINC00930	TCGA-AG-3605-01	-0.6182	TCGA-AG-3605
LINC00930	TCGA-AG-3608-01	-0.2789	TCGA-AG-3608
LINC00930	TCGA-AG-3609-01	-0.6721	TCGA-AG-3609
LINC00930	TCGA-AG-3726-01	-1.2193	TCGA-AG-3726
LINC00930	TCGA-AG-3727-01	-1.2193	TCGA-AG-3727
LINC00930	TCGA-AG-3728-01	-1.2193	TCGA-AG-3728
LINC00930	TCGA-AG-3878-01	-0.6029	TCGA-AG-3878
LINC00930	TCGA-AG-3881-01	-1.2193	TCGA-AG-3881
LINC00930	TCGA-AG-3882-01	-1.2193	TCGA-AG-3882
LINC00930	TCGA-AG-3883-01	-1.2193	TCGA-AG-3883
LINC00930	TCGA-AG-3885-01	1.232	TCGA-AG-3885
LINC00930	TCGA-AG-3887-01	-1.2193	TCGA-AG-3887
LINC00930	TCGA-AG-3890-01	-1.2193	TCGA-AG-3890
LINC00930	TCGA-AG-3892-01	-1.2193	TCGA-AG-3892
LINC00930	TCGA-AG-3893-01	-0.7317	TCGA-AG-3893
LINC00930	TCGA-AG-3894-01	-0.7053	TCGA-AG-3894
LINC00930	TCGA-AG-3896-01	-0.1674	TCGA-AG-3896
LINC00930	TCGA-AG-3898-01	-1.2193	TCGA-AG-3898
LINC00930	TCGA-AG-3901-01	-1.2193	TCGA-AG-3901
LINC00930	TCGA-AG-3909-01	-0.6846	TCGA-AG-3909
LINC00930	TCGA-AG-3999-01	-0.7411	TCGA-AG-3999
LINC00930	TCGA-AG-4001-01	-1.2193	TCGA-AG-4001
LINC00930	TCGA-AG-4005-01	-1.2193	TCGA-AG-4005
LINC00930	TCGA-AG-4007-01	-1.2193	TCGA-AG-4007
LINC00930	TCGA-AG-4008-01	-1.2193	TCGA-AG-4008
LINC00930	TCGA-AG-4015-01	-0.7653	TCGA-AG-4015
LINC00930	TCGA-AG-A002-01	-0.6614	TCGA-AG-A002
LINC00930	TCGA-AG-A008-01	0.5203	TCGA-AG-A008
LINC00930	TCGA-AG-A00C-01	-1.2193	TCGA-AG-A00C
LINC00930	TCGA-AG-A00Y-01	-1.2193	TCGA-AG-A00Y
LINC00930	TCGA-AG-A011-01	-0.6238	TCGA-AG-A011
LINC00930	TCGA-AG-A015-01	-1.2193	TCGA-AG-A015
LINC00930	TCGA-AG-A016-01	-1.2193	TCGA-AG-A016
LINC00930	TCGA-AG-A01J-01	0.7791	TCGA-AG-A01J
LINC00930	TCGA-AG-A01L-01	-1.2193	TCGA-AG-A01L
LINC00930	TCGA-AG-A01N-01	-0.7581	TCGA-AG-A01N
LINC00930	TCGA-AG-A01W-01	-0.1129	TCGA-AG-A01W
LINC00930	TCGA-AG-A01Y-01	-0.4252	TCGA-AG-A01Y
LINC00930	TCGA-AG-A020-01	-0.1288	TCGA-AG-A020
LINC00930	TCGA-AG-A025-01	-0.3131	TCGA-AG-A025
LINC00930	TCGA-AG-A026-01	-1.2193	TCGA-AG-A026
LINC00930	TCGA-AG-A02G-01	-0.3195	TCGA-AG-A02G
LINC00930	TCGA-AG-A02N-01	4.0083	TCGA-AG-A02N
LINC00930	TCGA-AG-A02X-01	-0.5079	TCGA-AG-A02X
LINC00930	TCGA-AG-A032-01	-0.672	TCGA-AG-A032
