Entrez_Gene_Id	barcode_full	expression	gene	barcode
554202	TCGA-IB-AAUR-01A	42	MIR31HG	TCGA-IB-AAUR
554202	TCGA-IB-AAUS-01A	69	MIR31HG	TCGA-IB-AAUS
554202	TCGA-IB-AAUT-01A	29	MIR31HG	TCGA-IB-AAUT
554202	TCGA-IB-AAUU-01A	11	MIR31HG	TCGA-IB-AAUU
554202	TCGA-IB-AAUV-01A	22	MIR31HG	TCGA-IB-AAUV
554202	TCGA-IB-AAUW-01A	189	MIR31HG	TCGA-IB-AAUW
554202	TCGA-L1-A7W4-01A	156	MIR31HG	TCGA-L1-A7W4
554202	TCGA-LB-A7SX-01A	366	MIR31HG	TCGA-LB-A7SX
554202	TCGA-LB-A8F3-01A	4	MIR31HG	TCGA-LB-A8F3
554202	TCGA-LB-A9Q5-01A	109	MIR31HG	TCGA-LB-A9Q5
554202	TCGA-M8-A5N4-01A	218	MIR31HG	TCGA-M8-A5N4
554202	TCGA-OE-A75W-01A	113	MIR31HG	TCGA-OE-A75W
554202	TCGA-PZ-A5RE-01A	17	MIR31HG	TCGA-PZ-A5RE
554202	TCGA-Q3-A5QY-01A	81	MIR31HG	TCGA-Q3-A5QY
554202	TCGA-Q3-AA2A-01A	46	MIR31HG	TCGA-Q3-AA2A
554202	TCGA-RB-A7B8-01A	12	MIR31HG	TCGA-RB-A7B8
554202	TCGA-RB-AA9M-01A	271	MIR31HG	TCGA-RB-AA9M
554202	TCGA-RL-AAAS-01A	93	MIR31HG	TCGA-RL-AAAS
554202	TCGA-S4-A8RM-01A	7	MIR31HG	TCGA-S4-A8RM
554202	TCGA-S4-A8RO-01A	723	MIR31HG	TCGA-S4-A8RO
554202	TCGA-S4-A8RP-01A	170	MIR31HG	TCGA-S4-A8RP
554202	TCGA-US-A774-01A	66	MIR31HG	TCGA-US-A774
554202	TCGA-US-A776-01A	14	MIR31HG	TCGA-US-A776
554202	TCGA-US-A779-01A	3	MIR31HG	TCGA-US-A779
554202	TCGA-US-A77E-01A	109	MIR31HG	TCGA-US-A77E
554202	TCGA-US-A77G-01A	163	MIR31HG	TCGA-US-A77G
554202	TCGA-US-A77J-01A	63	MIR31HG	TCGA-US-A77J
554202	TCGA-XD-AAUG-01A	58	MIR31HG	TCGA-XD-AAUG
554202	TCGA-XD-AAUH-01A	104	MIR31HG	TCGA-XD-AAUH
554202	TCGA-XD-AAUI-01A	29	MIR31HG	TCGA-XD-AAUI
554202	TCGA-XD-AAUL-01A	25	MIR31HG	TCGA-XD-AAUL
554202	TCGA-XN-A8T3-01A	125	MIR31HG	TCGA-XN-A8T3
554202	TCGA-XN-A8T5-01A	36	MIR31HG	TCGA-XN-A8T5
554202	TCGA-YB-A89D-01A	118	MIR31HG	TCGA-YB-A89D
554202	TCGA-YH-A8SY-01A	186	MIR31HG	TCGA-YH-A8SY
554202	TCGA-YY-A8LH-01A	438	MIR31HG	TCGA-YY-A8LH
554202	TCGA-Z5-AAPL-01A	0	MIR31HG	TCGA-Z5-AAPL
